Project;Package;Class;Method;Version;LOC;Statement;Cyclomatic;Cognitive;MethodHistories;AddedLines;MaxAddedLines;AvgAddedLines;DeletedLines;MaxDeletedLines;AvgDeletedLines;Churn;MaxChurn;AvgChurn;BranchPoints;NestingDepth;ParametersCount;Buggy
BOOKKEEPER;org.apache.bookkeeper.proto;Builder;hasInstanceId;4.1.1;1;1;1;0;4;2;2;0,50;0;0;0,00;2;2;0,50;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;Builder;hasInstanceId;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;Builder;hasInstanceId;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.benchmark;BenchReadThroughputLatency;main;4.1.0;88;75;21;42;2;121;112;60,50;3;3;1,50;124;112;62,00;20;15;1;false
BOOKKEEPER;org.apache.bookkeeper.benchmark;BenchReadThroughputLatency;main;4.1.1;88;75;21;42;0;0;0;0,00;0;0;0,00;0;0;0,00;20;15;1;false
BOOKKEEPER;org.apache.bookkeeper.benchmark;BenchReadThroughputLatency;main;4.2.0;88;75;21;42;0;0;0;0,00;0;0;0,00;0;0;0,00;20;15;1;true
BOOKKEEPER;org.apache.bookkeeper.benchmark;BenchReadThroughputLatency;main;4.2.1;88;75;21;42;1;1;1;1,00;2;2;2,00;3;3;3,00;20;15;1;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;hasSrcRegion;4.0.0;1;1;1;0;2;3;2;1,50;2;2;1,00;5;3;2,50;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;hasSrcRegion;4.1.0;1;1;1;0;1;2;2;2,00;2;2;2,00;4;4;4,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;hasSrcRegion;4.1.1;1;1;1;0;14;1;1;0,07;0;0;0,00;1;1;0,07;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;hasSrcRegion;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;hasSrcRegion;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;SubscriptionManager;closeSubscription;4.1.1;0;0;1;0;1;1;1;1,00;0;0;0,00;1;1;1,00;0;0;4;false
BOOKKEEPER;org.apache.hedwig.server.subscriptions;SubscriptionManager;closeSubscription;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;4;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;SubscriptionManager;closeSubscription;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;4;true
BOOKKEEPER;org.apache.hedwig.server.topics;HubInfo;getZxid;4.1.1;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.topics;HubInfo;getZxid;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.topics;HubInfo;getZxid;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setPreferences;4.1.1;7;6;2;1;47;66;44;6,60;0;0;0,00;66;44;6,60;1;3;1;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setPreferences;4.2.0;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;1;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;setPreferences;4.2.1;7;6;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;1;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;internalGetFieldAccessorTable;4.0.0;1;1;1;0;2;4;3;2,00;3;3;1,50;7;4;3,50;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;internalGetFieldAccessorTable;4.1.0;1;1;1;0;1;3;3;3,00;3;3;3,00;6;6;6,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;internalGetFieldAccessorTable;4.1.1;1;1;1;0;14;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;internalGetFieldAccessorTable;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;SubscriptionState;internalGetFieldAccessorTable;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;MMSubscriptionManager;deleteSubscriptionData;4.1.1;1;1;1;0;2;5;3;2,50;0;0;0,00;5;3;2,50;0;1;5;false
BOOKKEEPER;org.apache.hedwig.server.subscriptions;MMSubscriptionManager;deleteSubscriptionData;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;5;true
BOOKKEEPER;org.apache.hedwig.server.subscriptions;MMSubscriptionManager;deleteSubscriptionData;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;5;true
BOOKKEEPER;org.apache.hedwig.client.netty;HedwigSubscriber;restartDelivery;4.1.0;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;2;false
BOOKKEEPER;org.apache.hedwig.client.netty;HedwigSubscriber;restartDelivery;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.hedwig.client.netty;HedwigSubscriber;restartDelivery;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.hedwig.client.netty;HedwigSubscriber;restartDelivery;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.hedwig.protocol;PubSubResponse;parseFrom;4.0.0;1;1;1;0;12;57;38;28,50;18;18;9,00;75;38;37,50;0;1;2;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubResponse;parseFrom;4.1.0;1;1;1;0;4;19;19;19,00;19;19;19,00;38;38;38,00;0;1;2;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubResponse;parseFrom;4.1.1;1;1;1;0;56;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.hedwig.protocol;PubSubResponse;parseFrom;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubResponse;parseFrom;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;true
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheBean;getNumDirtyLedgers;4.1.0;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheBean;getNumDirtyLedgers;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheBean;getNumDirtyLedgers;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;LedgerCacheBean;getNumDirtyLedgers;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.proto;UnderreplicatedLedgerFormatOrBuilder;getReplica;4.1.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.bookkeeper.proto;UnderreplicatedLedgerFormatOrBuilder;getReplica;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.bookkeeper.proto;UnderreplicatedLedgerFormatOrBuilder;getReplica;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;1;false
BOOKKEEPER;org.apache.hedwig.server.meta;ZkSubscriptionDataManagerImpl;reportFailure;4.1.1;2;2;2;1;1;3;3;3,00;0;0;0,00;3;3;3,00;1;2;1;false
BOOKKEEPER;org.apache.hedwig.server.meta;ZkSubscriptionDataManagerImpl;reportFailure;4.2.0;2;2;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;2;1;true
BOOKKEEPER;org.apache.hedwig.server.meta;ZkSubscriptionDataManagerImpl;reportFailure;4.2.1;2;2;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;2;1;true
BOOKKEEPER;org.apache.hedwig.server.persistence;SetMessageBoundOp;runInternal;4.1.0;3;3;2;1;2;6;6;3,00;0;0;0,00;6;6;3,00;1;3;0;true
BOOKKEEPER;org.apache.hedwig.server.persistence;SetMessageBoundOp;runInternal;4.1.1;3;3;2;1;11;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0;false
BOOKKEEPER;org.apache.hedwig.server.persistence;SetMessageBoundOp;runInternal;4.2.0;3;3;2;1;0;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0;true
BOOKKEEPER;org.apache.hedwig.server.persistence;SetMessageBoundOp;runInternal;4.2.1;3;3;2;1;1;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0;true
BOOKKEEPER;org.apache.hedwig.server.meta;ZkTopicPersistenceManagerImpl;createTopicPersistenceInfo;4.1.1;15;12;3;2;1;26;26;26,00;0;0;0,00;26;26;26,00;2;5;4;false
BOOKKEEPER;org.apache.hedwig.server.meta;ZkTopicPersistenceManagerImpl;createTopicPersistenceInfo;4.2.0;15;12;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;4;true
BOOKKEEPER;org.apache.hedwig.server.meta;ZkTopicPersistenceManagerImpl;createTopicPersistenceInfo;4.2.1;15;12;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;4;true
BOOKKEEPER;org.apache.bookkeeper.bookie;ReadLogCmd;getOptions;4.1.1;1;1;1;0;5;3;3;0,60;0;0;0,00;3;3;0,60;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;ReadLogCmd;getOptions;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;ReadLogCmd;getOptions;4.2.1;1;1;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getRetryRemoteSubscribeThreadRunInterval;4.1.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getRetryRemoteSubscribeThreadRunInterval;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getRetryRemoteSubscribeThreadRunInterval;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.common;ServerConfiguration;getRetryRemoteSubscribeThreadRunInterval;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.topics;ReleaseTopicListener;onRemoval;4.2.1;3;3;2;1;1;7;7;7,00;7;7;7,00;14;14;14,00;1;3;1;true
BOOKKEEPER;org.apache.hedwig.jms.message;MessageUtil;createCloneForDispatch;4.2.1;3;3;1;0;1;5;5;5,00;0;0;0,00;5;5;5,00;0;1;4;true
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerLayout;store;4.0.0;2;2;1;0;1;5;5;5,00;0;0;0,00;5;5;5,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerLayout;store;4.1.0;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerLayout;store;4.1.1;2;2;1;0;1;4;4;4,00;3;3;3,00;7;7;7,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerLayout;store;4.2.0;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerLayout;store;4.2.1;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.hedwig.protocol;MessageHeaderOrBuilder;hasMessageType;4.1.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.protocol;MessageHeaderOrBuilder;hasMessageType;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.protocol;MessageHeaderOrBuilder;hasMessageType;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;hasConsumeRequest;4.0.0;1;1;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;hasConsumeRequest;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;hasConsumeRequest;4.1.1;1;1;1;0;14;2;2;0,14;2;2;0,14;4;4;0,29;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;hasConsumeRequest;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;PubSubRequest;hasConsumeRequest;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.bookie;MetaFormatCmd;getOptions;4.1.1;1;1;1;0;3;3;3;1,00;0;0;0,00;3;3;1,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;MetaFormatCmd;getOptions;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;MetaFormatCmd;getOptions;4.2.1;1;1;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.client;LedgerHandle;asyncCloseInternal;4.0.0;20;13;3;2;1;3;3;3,00;3;3;3,00;6;6;6,00;2;7;3;true
BOOKKEEPER;org.apache.bookkeeper.client;LedgerHandle;asyncCloseInternal;4.1.0;47;36;6;9;2;51;39;25,50;14;8;7,00;65;45;32,50;5;13;3;true
BOOKKEEPER;org.apache.bookkeeper.client;LedgerHandle;asyncCloseInternal;4.1.1;52;40;7;12;3;35;15;11,67;27;14;9,00;62;25;20,67;6;13;3;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerHandle;asyncCloseInternal;4.2.0;52;40;7;12;0;0;0;0,00;0;0;0,00;0;0;0,00;6;13;3;true
BOOKKEEPER;org.apache.bookkeeper.client;LedgerHandle;asyncCloseInternal;4.2.1;52;40;7;12;0;0;0;0,00;0;0;0,00;0;0;0,00;6;13;3;true
BOOKKEEPER;org.apache.bookkeeper.proto;CleanupChannelGroup;close;4.2.1;2;2;1;0;1;4;4;4,00;0;0;0,00;4;4;4,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.jms.message;StreamMessageImpl;writeDouble;4.2.1;8;7;3;2;1;10;10;10,00;0;0;0,00;10;10;10,00;2;3;1;true
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;pollLedgerToRereplicate;4.1.1;0;0;1;0;1;1;1;1,00;0;0;0,00;1;1;1,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;pollLedgerToRereplicate;4.2.0;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerUnderreplicationManager;pollLedgerToRereplicate;4.2.1;0;0;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;addTopicOwnershipChangeListener;4.0.0;1;1;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;addTopicOwnershipChangeListener;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;addTopicOwnershipChangeListener;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;addTopicOwnershipChangeListener;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.topics;AbstractTopicManager;addTopicOwnershipChangeListener;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.delivery;DeliveryWorker;performRequest;4.2.1;0;0;1;0;3;3;3;1,00;0;0;0,00;3;3;1,00;0;0;0;true
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookkeeperBenchmark;main;4.0.0;2;2;1;0;1;3;3;3,00;0;0;0,00;3;3;3,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookkeeperBenchmark;main;4.1.0;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookkeeperBenchmark;main;4.1.1;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;false
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookkeeperBenchmark;main;4.2.0;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.hedwig.server.benchmark;BookkeeperBenchmark;main;4.2.1;2;2;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;FileInfo;readAbsolute;4.0.0;8;8;3;3;1;3;3;3,00;0;0;0,00;3;3;3,00;2;5;2;true
BOOKKEEPER;org.apache.bookkeeper.bookie;FileInfo;readAbsolute;4.1.0;9;9;3;3;1;1;1;1,00;1;1;1,00;2;2;2,00;2;5;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;FileInfo;readAbsolute;4.1.1;9;9;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;FileInfo;readAbsolute;4.2.0;9;9;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;2;false
BOOKKEEPER;org.apache.bookkeeper.bookie;FileInfo;readAbsolute;4.2.1;9;9;3;3;0;0;0;0,00;0;0;0,00;0;0;0,00;2;5;2;false
BOOKKEEPER;org.apache.hedwig.client.conf;ClientConfiguration;getMessageConsumeRetryWaitTime;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.client.conf;ClientConfiguration;getMessageConsumeRetryWaitTime;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.client.conf;ClientConfiguration;getMessageConsumeRetryWaitTime;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.client.conf;ClientConfiguration;getMessageConsumeRetryWaitTime;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.client.conf;ClientConfiguration;getMessageConsumeRetryWaitTime;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.persistence;ScanResponse;performRequest;4.0.0;1;1;1;0;3;2;2;0,67;0;0;0,00;2;2;0,67;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.persistence;ScanResponse;performRequest;4.1.0;1;1;1;0;3;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.persistence;ScanResponse;performRequest;4.1.1;1;1;1;0;7;1;1;0,14;0;0;0,00;1;1;0,14;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.persistence;ScanResponse;performRequest;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.persistence;ScanResponse;performRequest;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.jms;TopicSubscription;isQueue;4.2.1;1;1;1;0;2;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.persistence;CancelScanRequestOp;cancelScanRequest;4.1.1;7;7;3;2;1;15;15;15,00;0;0;0,00;15;15;15,00;2;3;1;false
BOOKKEEPER;org.apache.hedwig.server.persistence;CancelScanRequestOp;cancelScanRequest;4.2.0;7;7;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;1;true
BOOKKEEPER;org.apache.hedwig.server.persistence;CancelScanRequestOp;cancelScanRequest;4.2.1;7;7;3;2;0;0;0;0,00;0;0;0,00;0;0;0,00;2;3;1;true
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;getMyId;4.1.1;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;getMyId;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.bookie;Bookie;getMyId;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.jms.message.header;JmsHeader;getDescriptor;4.2.1;1;1;1;0;2;6;6;6,00;0;0;0,00;6;6;6,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManagerFactory;newLedgerUnderreplicationManager;4.1.1;1;1;1;0;1;4;4;4,00;0;0;0,00;4;4;4,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManagerFactory;newLedgerUnderreplicationManager;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.meta;FlatLedgerManagerFactory;newLedgerUnderreplicationManager;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ChannelEndPoint;close;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ChannelEndPoint;close;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ChannelEndPoint;close;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.delivery;ChannelEndPoint;close;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.delivery;ChannelEndPoint;close;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.server.topics;ZkTopicManager;getCurrentLoadData;4.0.0;1;1;1;0;1;4;4;4,00;0;0;0,00;4;4;4,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.topics;ZkTopicManager;getCurrentLoadData;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.topics;ZkTopicManager;getCurrentLoadData;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.topics;ZkTopicManager;getCurrentLoadData;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.hedwig.server.topics;ZkTopicManager;getCurrentLoadData;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.meta;HierarchicalLedgerManager;getEndLedgerIdByLevel;4.0.0;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;HierarchicalLedgerManager;getEndLedgerIdByLevel;4.1.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;HierarchicalLedgerManager;getEndLedgerIdByLevel;4.1.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;HierarchicalLedgerManager;getEndLedgerIdByLevel;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.meta;HierarchicalLedgerManager;getEndLedgerIdByLevel;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;2;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerEntryRequest;toString;4.1.1;1;1;1;0;1;2;2;2,00;0;0;0,00;2;2;2,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerEntryRequest;toString;4.2.0;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.client;LedgerEntryRequest;toString;4.2.1;1;1;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;false
BOOKKEEPER;org.apache.bookkeeper.replication;Auditor;run;4.1.1;13;10;4;3;8;123;51;30,75;14;14;3,50;137;65;34,25;3;3;0;true
BOOKKEEPER;org.apache.bookkeeper.replication;Auditor;run;4.2.0;13;10;4;3;0;0;0;0,00;0;0;0,00;0;0;0,00;3;3;0;true
BOOKKEEPER;org.apache.bookkeeper.replication;Auditor;run;4.2.1;13;10;4;3;6;0;0;0,00;0;0;0,00;0;0;0,00;3;3;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;getOptionsBuilder;4.1.1;3;3;1;0;11;9;8;0,90;0;0;0,00;9;8;0,90;0;1;0;false
BOOKKEEPER;org.apache.hedwig.protocol;Builder;getOptionsBuilder;4.2.0;3;3;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.hedwig.protocol;Builder;getOptionsBuilder;4.2.1;3;3;1;0;0;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0;true
BOOKKEEPER;org.apache.bookkeeper.meta;LedgerRangeIterator;hasNext;4.1.1;0;0;1;0;1;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;false
